BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1675.26,321.82
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,865910.97,229158.38
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37878.57,7330.26
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,72694.37,14046.05
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1525.84,297.46
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23760,6300
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9603.19,3125.05
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,246.14,36.39
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1013294.34,260615.41
M001150,HON. CANDICE S. MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1013294.34,260615.41
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7382.07,1324.31
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,803716.52,181659.18
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22497.2,4741.8
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,141472.8,36047.93
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4327.61,597.98
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,55309.84,13729.84
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11578.01,1983.39
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4754.69,1208.43
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1051038.74,241292.86
M001144,HON. JEFF MILLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1051038.74,241292.86
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60168.28,829.19
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,890768.67,247935.38
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,66036.23,12575.87
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,58948.52,12681.16
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27137.56,684.3
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24329.32,6084.17
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15563.45,4926.75
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4718.4,1367.52
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1147670.43,287084.34
M001194,HON. JOHN R. MOOLENAAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1147670.43,287084.34
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,82244.81,3963.04
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,815143.25,199895.76
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,69599.34,12308.59
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,90595.94,16200.09
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58559.48,253.21
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42615.17,10500
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13572.1,5574.6
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10287.68,1848.36
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1182617.77,250543.65
M001195,HON. ALEXANDER X. MOONEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1182617.77,250543.65
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17234.34,473.96
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1059764.49,277292.07
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13781.52,1657.93
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,74701.52,20210.95
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27491.56,522.91
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24434,6775
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13817.4,7507.97
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3778.8,944.7
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1235003.63,315385.49
M001160,HON. GWEN MOORE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1235003.63,315385.49
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,14068.88,201.34
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,883226.83,260166.72
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21379.81,4511.01
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,95485.39,22062.25
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18879,13380.13
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31295.49,7442.35
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31479.33,17998.09
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12234.85,958
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1108049.58,326719.89
M001196,HON. SETH MOULTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1108049.58,326719.89
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3847.1,581.04
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,936789.31,275472.45
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,92510.57,25347.92
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,56641.51,17176.31
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15251.65,390.08
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28187.5,11462.5
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23551.03,19329.13
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3733.95,450
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1160512.62,350209.43
M001190,HON. MARKWAYNE MULLIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1160512.62,350209.43
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,491.82,168.23
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,933715.12,289904.6
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,70599.96,25018.66
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,74013.32,17008.01
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2490.03,683.98
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24316.09,5955.74
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6630.64,2606.12
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6855.6,4443.6
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1119112.58,345788.94
M001182,HON. MICK MULVANEY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1119112.58,345788.94
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9928.92,325.59
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1058429.37,328919.42
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31265.76,3805.84
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,26.96,0
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,69585.53,18789.69
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47330.48,521.21
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22985.4,7203
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7611.75,1211.23
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3275.88,792
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1250440.05,361567.98
M001191,HON. PATRICK MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1250440.05,361567.98
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53343.35,676.19
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,821375.28,230049.9
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46458.75,11741.6
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,74369.08,19050.75
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,19006.55,745.88
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47814.28,9800
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18558.61,9696.43
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2340,585
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1083265.9,282345.75
M001151,HON. TIM MURPHY,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1083265.9,282345.75
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,213.64,73.21
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1093009.91,311182.92
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14925.37,2306.83
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,149560.03,39267.31
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,400,75
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37501.43,9125.33
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12926.33,5766.23
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2523.96,604.74
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1311060.67,368401.57
N000002,HON. JERROLD NADLER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1311060.67,368401.57
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24626.77,453.61
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1002524.55,304772.25
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26635.75,4552.77
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,88521.83,22120.31
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22246.19,299.85
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28514.02,5655
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17148.77,9482.23
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3072.76,825
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1213290.64,348161.02
N000179,HON. GRACE F. NAPOLITANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1213290.64,348161.02
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2166.05,517.57
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,954469.98,263749.96
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14962.33,4102.51
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,100850.64,25456.96
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3251.55,381.15
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40049.34,10161.57
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27075.6,3524.07
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4440.06,404.25
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1147265.55,308298.04
N000015,HON. RICHARD R. NEAL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1147265.55,308298.04
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2759.46,1430.59
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,961762.3,306972.3
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38401.65,15222.04
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,80081.88,21188.57
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2202.31,177.4
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23522.95,5898
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7189.1,1888.82
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3144,786
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1119063.65,353563.72
N000182,HON. RANDY NEUGEBAUER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1119063.65,353563.72
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,103622.08,4371.67
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,770246.36,232249.99
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,83068.86,16621.76
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,90459.51,23334.52
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,97857.72,3655.13
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24408.12,6755
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10547.26,3221.04
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4826.99,1108.38
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1185036.9,291317.49
N000189,HON. DAN NEWHOUSE,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1185036.9,291317.49
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1297.6,221.16
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1020122.13,283837.48
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,117893.87,23386.42
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,78990.36,16028.68
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3038.71,39.95
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21905,5865
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21064.57,8917.85
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720.21,65
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1265032.45,338361.54
N000184,HON. KRISTI L. NOEM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1265032.45,338361.54
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,82996.1,174.8
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,965105.43,289687.04
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,48870.66,10204.65
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,44741.93,12555.49
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50382.17,245.87
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20854.9,5714.95
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5935.02,1167.88
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11859.57,729.99
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1230745.78,320480.67
N000127,HON. RICHARD M. NOLAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1230745.78,320480.67
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,62954.49,3761.29
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,794075.91,255376.41
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15799.1,3466.93
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,76950.41,20292.6
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,65978.67,14750.44
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22749.51,6434.28
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,36319.36,19380.02
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13157.53,1255.2
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1087984.98,324717.17
N000188,HON. DONALD NORCROSS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1087984.98,324717.17
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-63.47,73.1
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,977156.22,263724.56
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2113.61,238.46
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,170833.55,35827.6
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2388.06,519.46
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,46500.53,13849.95
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17292.14,8082.43
N000147,HON. ELEANOR HOLMES NORTON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6476.85,1651
