BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT,
L000570,HON. BEN RAY LUJAN,2015,2015Q1,PERSONNEL COMPENSATION,"252,455.96","252,455.96",
L000570,HON. BEN RAY LUJAN,2015,2015Q1,TRAVEL,"10,833.47","10,833.47",
L000570,HON. BEN RAY LUJAN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","9,325.81","9,325.81",
L000570,HON. BEN RAY LUJAN,2015,2015Q1,PRINTING AND REPRODUCTION,224.65,224.65,
L000570,HON. BEN RAY LUJAN,2015,2015Q1,OTHER SERVICES,"11,375.00","11,375.00",
L000570,HON. BEN RAY LUJAN,2015,2015Q1,SUPPLIES AND MATERIALS,397.37,397.37,
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,FRANKED MAIL,222.26,222.26,
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,PERSONNEL COMPENSATION,"227,951.17","227,951.17",
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,TRAVEL,"11,537.44","11,537.44",
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,828.74","10,828.74",
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,PRINTING AND REPRODUCTION,334.79,334.79,
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,OTHER SERVICES,"12,839.78","12,839.78",
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,SUPPLIES AND MATERIALS,"8,613.05","8,613.05",
L000571,HON. CYNTHIA M. LUMMIS,2015,2015Q1,EQUIPMENT,78,78,
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,FRANKED MAIL,349.34,349.34,
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,PERSONNEL COMPENSATION,"235,409.73","235,409.73",
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,TRAVEL,830.2,830.2,
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","37,308.85","37,308.85",
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,PRINTING AND REPRODUCTION,493.8,493.8,
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,OTHER SERVICES,"10,965.00","10,965.00",
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,SUPPLIES AND MATERIALS,"1,498.62","1,498.62",
L000562,HON. STEPHEN F. LYNCH,2015,2015Q1,EQUIPMENT,"1,352.50","1,352.50",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,FRANKED MAIL,"1,359.22","1,359.22",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,PERSONNEL COMPENSATION,"191,756.10","191,756.10",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,TRAVEL,"2,502.44","2,502.44",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","9,977.49","9,977.49",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,PRINTING AND REPRODUCTION,"15,437.06","15,437.06",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,OTHER SERVICES,"9,675.00","9,675.00",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,SUPPLIES AND MATERIALS,"13,489.69","13,489.69",
M001193,HON. THOMAS MACARTHUR,2015,2015Q1,EQUIPMENT,"3,701.22","3,701.22",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,FRANKED MAIL,28.26,28.26,
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,PERSONNEL COMPENSATION,"260,373.79","260,373.79",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,TRAVEL,"4,782.56","4,782.56",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","6,969.84","6,969.84",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,PRINTING AND REPRODUCTION,549.64,549.64,
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,OTHER SERVICES,"8,652.56","8,652.56",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,SUPPLIES AND MATERIALS,"7,734.56","7,734.56",
M000087,HON. CAROLYN B. MALONEY,2015,2015Q1,EQUIPMENT,510,510,
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,FRANKED MAIL,174.58,174.58,
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,PERSONNEL COMPENSATION,"224,783.04","224,783.04",
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,TRAVEL,"2,728.13","2,728.13",
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","3,426.68","3,426.68",
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,PRINTING AND REPRODUCTION,8,8,
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,OTHER SERVICES,"11,250.00","11,250.00",
M001185,HON. SEAN PATRICK MALONEY,2015,2015Q1,SUPPLIES AND MATERIALS,"5,896.97","5,896.97",
M001158,HON. KENNY MARCHANT,2015,2015Q1,FRANKED MAIL,-18.2,-18.2,
M001158,HON. KENNY MARCHANT,2015,2015Q1,PERSONNEL COMPENSATION,"207,929.76","207,929.76",
M001158,HON. KENNY MARCHANT,2015,2015Q1,TRAVEL,"7,132.68","7,132.68",
M001158,HON. KENNY MARCHANT,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","27,445.32","27,445.32",
M001158,HON. KENNY MARCHANT,2015,2015Q1,PRINTING AND REPRODUCTION,"1,175.21","1,175.21",
M001158,HON. KENNY MARCHANT,2015,2015Q1,OTHER SERVICES,"14,111.26","14,111.26",
M001158,HON. KENNY MARCHANT,2015,2015Q1,SUPPLIES AND MATERIALS,"8,482.58","8,482.58",
M001158,HON. KENNY MARCHANT,2015,2015Q1,EQUIPMENT,"3,846.27","3,846.27",
M001179,HON. TOM MARINO,2015,2015Q1,FRANKED MAIL,"16,469.23","16,469.23",
M001179,HON. TOM MARINO,2015,2015Q1,PERSONNEL COMPENSATION,"222,444.41","222,444.41",
M001179,HON. TOM MARINO,2015,2015Q1,TRAVEL,"8,473.16","8,473.16",
M001179,HON. TOM MARINO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,020.13","10,020.13",
M001179,HON. TOM MARINO,2015,2015Q1,PRINTING AND REPRODUCTION,"2,831.78","2,831.78",
M001179,HON. TOM MARINO,2015,2015Q1,OTHER SERVICES,"10,140.00","10,140.00",
M001179,HON. TOM MARINO,2015,2015Q1,SUPPLIES AND MATERIALS,"1,904.32","1,904.32",
M001179,HON. TOM MARINO,2015,2015Q1,EQUIPMENT,"1,074.48","1,074.48",
M001184,HON. THOMAS MASSIE,2015,2015Q1,FRANKED MAIL,291.25,291.25,
M001184,HON. THOMAS MASSIE,2015,2015Q1,PERSONNEL COMPENSATION,"236,032.33","236,032.33",
M001184,HON. THOMAS MASSIE,2015,2015Q1,TRAVEL,"11,805.76","11,805.76",
M001184,HON. THOMAS MASSIE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,018.07","10,018.07",
M001184,HON. THOMAS MASSIE,2015,2015Q1,PRINTING AND REPRODUCTION,180.05,180.05,
M001184,HON. THOMAS MASSIE,2015,2015Q1,OTHER SERVICES,"6,249.00","6,249.00",
M001184,HON. THOMAS MASSIE,2015,2015Q1,SUPPLIES AND MATERIALS,"1,087.39","1,087.39",
M001184,HON. THOMAS MASSIE,2015,2015Q1,EQUIPMENT,590.37,590.37,
M001163,HON. DORIS MATSUI,2015,2015Q1,FRANKED MAIL,669.09,669.09,
M001163,HON. DORIS MATSUI,2015,2015Q1,PERSONNEL COMPENSATION,"224,290.90","224,290.90",
M001163,HON. DORIS MATSUI,2015,2015Q1,TRAVEL,"6,366.00","6,366.00",
M001163,HON. DORIS MATSUI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","29,772.40","29,772.40",
M001163,HON. DORIS MATSUI,2015,2015Q1,PRINTING AND REPRODUCTION,24,24,
M001163,HON. DORIS MATSUI,2015,2015Q1,OTHER SERVICES,"13,830.63","13,830.63",
M001163,HON. DORIS MATSUI,2015,2015Q1,SUPPLIES AND MATERIALS,346.74,346.74,
M001163,HON. DORIS MATSUI,2015,2015Q1,EQUIPMENT,637.23,637.23,
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,FRANKED MAIL,"1,141.71","1,141.71",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,PERSONNEL COMPENSATION,"203,866.68","203,866.68",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,TRAVEL,"5,153.24","5,153.24",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,616.42","22,616.42",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,PRINTING AND REPRODUCTION,739.57,739.57,
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,OTHER SERVICES,"11,900.00","11,900.00",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,SUPPLIES AND MATERIALS,"5,412.33","5,412.33",
M001165,HON. KEVIN MCCARTHY,2015,2015Q1,EQUIPMENT,633.41,633.41,
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,FRANKED MAIL,703.89,703.89,
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,PERSONNEL COMPENSATION,"218,593.18","218,593.18",
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,TRAVEL,"10,510.44","10,510.44",
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,928.13","26,928.13",
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,PRINTING AND REPRODUCTION,518.63,518.63,
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,OTHER SERVICES,"10,710.00","10,710.00",
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,SUPPLIES AND MATERIALS,"3,730.76","3,730.76",
M001157,HON. MICHAEL T. MCCAUL,2015,2015Q1,EQUIPMENT,521.1,521.1,
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,FRANKED MAIL,122.42,122.42,
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,PERSONNEL COMPENSATION,"263,036.90","263,036.90",
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,TRAVEL,"17,004.10","17,004.10",
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,810.04","26,810.04",
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,PRINTING AND REPRODUCTION,59.9,59.9,
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,OTHER SERVICES,"6,979.29","6,979.29",
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,SUPPLIES AND MATERIALS,"3,568.29","3,568.29",
M001177,HON. TOM MCCLINTOCK,2015,2015Q1,EQUIPMENT,571.26,571.26,
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,FRANKED MAIL,232.04,232.04,
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,PERSONNEL COMPENSATION,"200,607.39","200,607.39",
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,TRAVEL,"3,235.10","3,235.10",
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","24,198.46","24,198.46",
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,PRINTING AND REPRODUCTION,72.39,72.39,
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,OTHER SERVICES,"17,152.10","17,152.10",
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,SUPPLIES AND MATERIALS,"4,442.04","4,442.04",
M001143,HON. BETTY MCCOLLUM,2015,2015Q1,EQUIPMENT,811.38,811.38,
M000404,HON. JIM MCDERMOTT,2015,2015Q1,FRANKED MAIL,50.94,50.94,
M000404,HON. JIM MCDERMOTT,2015,2015Q1,PERSONNEL COMPENSATION,"218,502.86","218,502.86",
M000404,HON. JIM MCDERMOTT,2015,2015Q1,TRAVEL,"10,311.06","10,311.06",
M000404,HON. JIM MCDERMOTT,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","28,321.20","28,321.20",
M000404,HON. JIM MCDERMOTT,2015,2015Q1,PRINTING AND REPRODUCTION,390.9,390.9,
M000404,HON. JIM MCDERMOTT,2015,2015Q1,OTHER SERVICES,"12,702.93","12,702.93",
M000404,HON. JIM MCDERMOTT,2015,2015Q1,SUPPLIES AND MATERIALS,"3,322.85","3,322.85",
M000404,HON. JIM MCDERMOTT,2015,2015Q1,EQUIPMENT,99.99,99.99,
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,FRANKED MAIL,423.68,423.68,
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,PERSONNEL COMPENSATION,"226,391.72","226,391.72",
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,TRAVEL,"7,483.92","7,483.92",
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","31,532.39","31,532.39",
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,PRINTING AND REPRODUCTION,99.1,99.1,
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,OTHER SERVICES,"10,200.00","10,200.00",
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,SUPPLIES AND MATERIALS,"7,851.82","7,851.82",
M000312,HON. JAMES P. MCGOVERN,2015,2015Q1,EQUIPMENT,258.14,258.14,
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,FRANKED MAIL,"22,704.90","22,704.90",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,PERSONNEL COMPENSATION,"211,672.69","211,672.69",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,TRAVEL,"5,540.57","5,540.57",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,462.39","18,462.39",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,PRINTING AND REPRODUCTION,154.35,154.35,
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,OTHER SERVICES,"10,540.00","10,540.00",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,SUPPLIES AND MATERIALS,"3,203.37","3,203.37",
M001156,HON. PATRICK T. MCHENRY,2015,2015Q1,EQUIPMENT,998.94,998.94,
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,FRANKED MAIL,249.29,249.29,
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,PERSONNEL COMPENSATION,"184,133.30","184,133.30",
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,TRAVEL,"11,626.27","11,626.27",
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,834.54","15,834.54",
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,PRINTING AND REPRODUCTION,338.37,338.37,
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,OTHER SERVICES,"10,732.56","10,732.56",
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,SUPPLIES AND MATERIALS,"4,048.68","4,048.68",
M001180,HON. DAVID B. MCKINLEY,2015,2015Q1,EQUIPMENT,271.2,271.2,
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,FRANKED MAIL,640.77,640.77,
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,PERSONNEL COMPENSATION,"238,442.61","238,442.61",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,TRAVEL,"8,011.64","8,011.64",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","19,423.86","19,423.86",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,PRINTING AND REPRODUCTION,"1,168.64","1,168.64",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,OTHER SERVICES,"8,675.00","8,675.00",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,SUPPLIES AND MATERIALS,"3,385.30","3,385.30",
M001159,HON. CATHY MCMORRIS RODGERS,2015,2015Q1,EQUIPMENT,395.4,395.4,
M001166,HON. JERRY MCNERNEY,2015,2015Q1,FRANKED MAIL,130.04,130.04,
M001166,HON. JERRY MCNERNEY,2015,2015Q1,PERSONNEL COMPENSATION,"212,938.86","212,938.86",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,TRAVEL,"5,687.59","5,687.59",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","21,749.05","21,749.05",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,PRINTING AND REPRODUCTION,"1,050.46","1,050.46",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,OTHER SERVICES,"6,465.00","6,465.00",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,SUPPLIES AND MATERIALS,"9,698.02","9,698.02",
M001166,HON. JERRY MCNERNEY,2015,2015Q1,EQUIPMENT,"1,153.10","1,153.10",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,FRANKED MAIL,364.3,364.3,
M001197,HON. MARTHA MCSALLY,2015,2015Q1,PERSONNEL COMPENSATION,"167,112.87","167,112.87",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,TRAVEL,"8,840.23","8,840.23",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,382.40","15,382.40",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,PRINTING AND REPRODUCTION,"4,967.84","4,967.84",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,OTHER SERVICES,"16,175.00","16,175.00",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,SUPPLIES AND MATERIALS,"4,739.41","4,739.41",
M001197,HON. MARTHA MCSALLY,2015,2015Q1,EQUIPMENT,639.03,639.03,
M001187,HON. MARK MEADOWS,2015,2015Q1,FRANKED MAIL,482.54,482.54,
M001187,HON. MARK MEADOWS,2015,2015Q1,PERSONNEL COMPENSATION,"227,845.00","227,845.00",
M001187,HON. MARK MEADOWS,2015,2015Q1,TRAVEL,"9,439.72","9,439.72",
M001187,HON. MARK MEADOWS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,425.47","10,425.47",
M001187,HON. MARK MEADOWS,2015,2015Q1,PRINTING AND REPRODUCTION,"1,353.37","1,353.37",
M001187,HON. MARK MEADOWS,2015,2015Q1,OTHER SERVICES,"13,628.90","13,628.90",
M001187,HON. MARK MEADOWS,2015,2015Q1,SUPPLIES AND MATERIALS,"2,387.67","2,387.67",
M001187,HON. MARK MEADOWS,2015,2015Q1,EQUIPMENT,"1,452.54","1,452.54",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,FRANKED MAIL,"1,594.04","1,594.04",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,PERSONNEL COMPENSATION,"188,930.49","188,930.49",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,TRAVEL,"3,092.30","3,092.30",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","16,440.87","16,440.87",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,PRINTING AND REPRODUCTION,430.1,430.1,
M001181,HON. PATRICK MEEHAN,2015,2015Q1,OTHER SERVICES,"9,675.00","9,675.00",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,SUPPLIES AND MATERIALS,"7,920.38","7,920.38",
M001181,HON. PATRICK MEEHAN,2015,2015Q1,EQUIPMENT,676.1,676.1,
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,FRANKED MAIL,11.18,11.18,
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,PERSONNEL COMPENSATION,"218,015.86","218,015.86",
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,TRAVEL,"5,807.24","5,807.24",
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","51,429.88","51,429.88",
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,PRINTING AND REPRODUCTION,235.4,235.4,
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,OTHER SERVICES,"9,092.11","9,092.11",
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,SUPPLIES AND MATERIALS,"8,429.92","8,429.92",
M001137,HON. GREGORY W. MEEKS,2015,2015Q1,EQUIPMENT,"1,266.48","1,266.48",
M001188,HON. GRACE MENG,2015,2015Q1,FRANKED MAIL,194.13,194.13,
M001188,HON. GRACE MENG,2015,2015Q1,PERSONNEL COMPENSATION,"222,998.11","222,998.11",
M001188,HON. GRACE MENG,2015,2015Q1,TRAVEL,"3,006.03","3,006.03",
M001188,HON. GRACE MENG,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,547.50","15,547.50",
M001188,HON. GRACE MENG,2015,2015Q1,PRINTING AND REPRODUCTION,195.5,195.5,
M001188,HON. GRACE MENG,2015,2015Q1,OTHER SERVICES,"6,780.00","6,780.00",
M001188,HON. GRACE MENG,2015,2015Q1,SUPPLIES AND MATERIALS,"1,766.90","1,766.90",
M001188,HON. GRACE MENG,2015,2015Q1,EQUIPMENT,540.24,540.24,
M001189,HON. LUKE MESSER,2015,2015Q1,FRANKED MAIL,587.42,587.42,
M001189,HON. LUKE MESSER,2015,2015Q1,PERSONNEL COMPENSATION,"206,336.11","206,336.11",
M001189,HON. LUKE MESSER,2015,2015Q1,TRAVEL,"3,859.75","3,859.75",
M001189,HON. LUKE MESSER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","19,526.89","19,526.89",
M001189,HON. LUKE MESSER,2015,2015Q1,PRINTING AND REPRODUCTION,"1,316.33","1,316.33",
M001189,HON. LUKE MESSER,2015,2015Q1,OTHER SERVICES,"10,954.43","10,954.43",
M001189,HON. LUKE MESSER,2015,2015Q1,SUPPLIES AND MATERIALS,"4,797.39","4,797.39",
M001189,HON. LUKE MESSER,2015,2015Q1,EQUIPMENT,"1,909.53","1,909.53",
M000689,HON. JOHN L. MICA,2015,2015Q1,FRANKED MAIL,"1,714.20","1,714.20",
M000689,HON. JOHN L. MICA,2015,2015Q1,PERSONNEL COMPENSATION,"211,874.98","211,874.98",
M000689,HON. JOHN L. MICA,2015,2015Q1,TRAVEL,"4,054.08","4,054.08",
M000689,HON. JOHN L. MICA,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","21,502.42","21,502.42",
M000689,HON. JOHN L. MICA,2015,2015Q1,PRINTING AND REPRODUCTION,"1,677.54","1,677.54",
M000689,HON. JOHN L. MICA,2015,2015Q1,OTHER SERVICES,"8,060.00","8,060.00",
M000689,HON. JOHN L. MICA,2015,2015Q1,SUPPLIES AND MATERIALS,"3,152.89","3,152.89",
M000689,HON. JOHN L. MICA,2015,2015Q1,EQUIPMENT,"2,987.52","2,987.52",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,FRANKED MAIL,599.51,599.51,
M001150,HON. CANDICE S. MILLER,2015,2015Q1,PERSONNEL COMPENSATION,"213,446.38","213,446.38",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,TRAVEL,"13,775.45","13,775.45",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","13,098.19","13,098.19",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,PRINTING AND REPRODUCTION,274.83,274.83,
M001150,HON. CANDICE S. MILLER,2015,2015Q1,OTHER SERVICES,"6,477.00","6,477.00",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,SUPPLIES AND MATERIALS,"3,420.74","3,420.74",
M001150,HON. CANDICE S. MILLER,2015,2015Q1,EQUIPMENT,384.1,384.1,
M001144,HON. JEFF MILLER,2015,2015Q1,FRANKED MAIL,874.86,874.86,
M001144,HON. JEFF MILLER,2015,2015Q1,PERSONNEL COMPENSATION,"210,423.30","210,423.30",
M001144,HON. JEFF MILLER,2015,2015Q1,TRAVEL,"5,119.17","5,119.17",
M001144,HON. JEFF MILLER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","33,283.80","33,283.80",
M001144,HON. JEFF MILLER,2015,2015Q1,PRINTING AND REPRODUCTION,827.2,827.2,
M001144,HON. JEFF MILLER,2015,2015Q1,OTHER SERVICES,"13,357.60","13,357.60",
M001144,HON. JEFF MILLER,2015,2015Q1,SUPPLIES AND MATERIALS,"4,102.93","4,102.93",
M001144,HON. JEFF MILLER,2015,2015Q1,EQUIPMENT,"1,113.69","1,113.69",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,FRANKED MAIL,342.26,342.26,
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,PERSONNEL COMPENSATION,"211,655.59","211,655.59",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,TRAVEL,"10,242.52","10,242.52",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","12,996.94","12,996.94",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,PRINTING AND REPRODUCTION,"1,949.66","1,949.66",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,OTHER SERVICES,"11,710.00","11,710.00",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,SUPPLIES AND MATERIALS,"3,558.61","3,558.61",
M001194,HON. JOHN R. MOOLENAAR,2015,2015Q1,EQUIPMENT,971.55,971.55,
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,FRANKED MAIL,222.1,222.1,
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,PERSONNEL COMPENSATION,"167,122.23","167,122.23",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,TRAVEL,"8,270.79","8,270.79",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","11,774.14","11,774.14",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,PRINTING AND REPRODUCTION,"19,805.13","19,805.13",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,OTHER SERVICES,"11,160.00","11,160.00",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,SUPPLIES AND MATERIALS,"8,770.67","8,770.67",
M001195,HON. ALEXANDER X. MOONEY,2015,2015Q1,EQUIPMENT,"1,424.25","1,424.25",
M001160,HON. GWEN MOORE,2015,2015Q1,FRANKED MAIL,121.6,121.6,
M001160,HON. GWEN MOORE,2015,2015Q1,PERSONNEL COMPENSATION,"245,317.85","245,317.85",
M001160,HON. GWEN MOORE,2015,2015Q1,TRAVEL,"1,832.05","1,832.05",
M001160,HON. GWEN MOORE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","25,515.05","25,515.05",
M001160,HON. GWEN MOORE,2015,2015Q1,PRINTING AND REPRODUCTION,478.2,478.2,
M001160,HON. GWEN MOORE,2015,2015Q1,OTHER SERVICES,"5,815.00","5,815.00",
M001160,HON. GWEN MOORE,2015,2015Q1,SUPPLIES AND MATERIALS,"4,791.00","4,791.00",
M001160,HON. GWEN MOORE,2015,2015Q1,EQUIPMENT,944.7,944.7,
M001196,HON. SETH MOULTON,2015,2015Q1,FRANKED MAIL,-58.33,-58.33,
M001196,HON. SETH MOULTON,2015,2015Q1,PERSONNEL COMPENSATION,"108,904.99","108,904.99",
M001196,HON. SETH MOULTON,2015,2015Q1,TRAVEL,"2,929.87","2,929.87",
M001196,HON. SETH MOULTON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","17,894.65","17,894.65",
M001196,HON. SETH MOULTON,2015,2015Q1,PRINTING AND REPRODUCTION,"1,451.90","1,451.90",
M001196,HON. SETH MOULTON,2015,2015Q1,OTHER SERVICES,"11,424.35","11,424.35",
