BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,438.99,503.42
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,462874.23,244979.15
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21369.88,17848.44
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54607.92,29042.47
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6296.52,4379.37
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10114.8,7014.8
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,44027.12,24593.41
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14232.52,10207.43
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,613961.98,338568.49
J000298,HON. PRAMILA JAYAPAL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,613961.98,338568.49
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6002.54,67.85
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,480277.2,242746.66
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25201.6,13535.83
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76984.83,36963.28
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10551.58,977.04
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13922.45,8567.45
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14973.45,3774.81
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1542,771
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,629455.65,307403.92
J000294,HON. HAKEEM S. JEFFRIES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,629455.65,307403.92
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7793.15,4019.32
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,386179.96,194433.32
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27685.01,15372.21
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33568.46,14962.79
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2995.52,2153.5
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11496.5,5783.25
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10728.98,3627.47
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1965,982.5
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,482412.58,241334.36
J000297,HON. EVAN H. JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,482412.58,241334.36
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,703.93,174.79
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,463803.39,238317.26
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22705.11,15580.24
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38283.92,26111.29
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1484.88,189.75
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23214.34,10100
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1424.68,925.25
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1375,762.5
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,552995.25,292161.08
J000290,HON. LYNN JENKINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,552995.25,292161.08
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1599.54,724.38
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,460111.07,227133.31
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33622.66,21500.15
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59699.56,38549.39
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1504.1,313.93
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22748.4,11564.6
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6831.24,1825.73
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720,360
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,586836.57,301971.49
J000292,HON. BILL JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586836.57,301971.49
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,445.88,231.87
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,356725.06,185700.3
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29307.25,16209.04
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,98686.28,56188.67
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4575.62,3703.7
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,58460.07,49280.07
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12483.55,6694.49
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1299.24,649.62
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,561982.95,318657.76
J000126,HON. EDDIE BERNICE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,561982.95,318657.76
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74.24,99.1
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,403837.1,200330.02
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17491.74,11860.3
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44969.42,25009
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8049.38,1985.13
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25117.2,11453.7
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15325.59,7400.18
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1974,987
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,516838.67,259124.43
J000288,"HON. HENRY C. ""HANK"" JOHNSON  JR.",2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,516838.67,259124.43
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11049.44,11060.73
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,397475.05,213347.26
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31900.39,23259.06
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23692.41,17062.09
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10019.22,7649.62
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26055.08,16050.08
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22362.39,20347.12
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6363.82,4942.99
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,528917.8,313718.95
J000299,HON. MIKE JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,528917.8,313718.95
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,370.82,371.02
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,468037.08,261042.62
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20276.89,14577.94
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30312,15946.46
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1060.68,735.83
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27074.76,11600
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9523.69,5200.79
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2352,1176
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,559007.92,310650.66
J000174,HON. SAM JOHNSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,559007.92,310650.66
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,391.86,258.7
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,438399.41,222738.88
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10625.03,6442.21
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24744.4,12679.55
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,420.65,291.15
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,38464.15,13529.1
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4664.53,2345.42
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2715,1032.78
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,520425.03,259317.79
J000255,HON. WALTER B. JONES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,520425.03,259317.79
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,615.87,562.07
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,448359.95,253645.82
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21060.63,13867.45
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30799.04,16992.16
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,633.37,563.47
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15536.7,8984.55
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4866.96,1741.62
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2354.07,1290.82
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,524226.59,297647.96
J000289,HON. JIM JORDAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,524226.59,297647.96
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,813.45,689.14
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,425211.12,212869.15
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31343.05,19112.41
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44711.81,21749.64
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2497.21,2137.35
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22634.66,11175.16
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7967.69,1450.71
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1032,516
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,536210.99,269699.56
J000295,HON. DAVID P. JOYCE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,536210.99,269699.56
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,859.76,602.55
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,400644.48,203488.91
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32283.94,21271.05
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53442.33,29952.03
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4646.2,4635
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18169.8,10312.6
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8540.03,4479.21
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3964,2464
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,522550.54,277205.35
K000009,HON. MARCY KAPTUR,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,522550.54,277205.35
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,728.83,492.09
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,402984.16,203741.66
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20714.17,11413.74
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37482.9,16031.3
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1514.6,1374.75
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20550,10275
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4846.1,3177.23
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2352,1176
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,491172.76,247681.77
K000386,HON. JOHN KATKO,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,491172.76,247681.77
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,502.9,472.56
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,422300.16,216166.73
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26447.67,12854.72
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59721.46,29757.99
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,933.23,924.41
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27156.7,13293.13
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10505.78,4303.16
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1632.93,812.73
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549200.83,278585.43
K000375,HON. WILLIAM R. KEATING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549200.83,278585.43
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1478.92,1447.21
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,444885.18,224092.88
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38786.11,22983.32
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55290.4,29975.89
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,849.72,259.22
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30425.46,20195.46
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13277.68,3959.85
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1860.54,792.62
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,586854.01,303706.45
K000376,HON. MIKE KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586854.01,303706.45
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,481.57,274.71
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,474672.02,238953.84
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23761.83,18583.1
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20950.25,14903.26
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,552.24,319.24
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24170.21,17834.36
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9004.3,4863.55
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2245.98,1122.99
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,555838.4,296855.05
K000376,HON. ROBIN L. KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,555838.4,296855.05
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,937.39,658.59
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,509602.11,260731.07
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22535.02,15070.56
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38133.7,19461.65
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2335.64,1161.86
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14966.54,8169.09
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4980.68,2599.67
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176,588
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,594667.08,308440.49
K000388,HON. TRENT KELLY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,594667.08,308440.49
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1977.18,1735.74
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,494626.87,251561.75
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8194.53,4596.65
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45686.25,23910.11
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4047.92,3442.62
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18627.73,6981.87
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10829.84,6698.3
K000379,HON. JOSEPH P. KENNEDY  III,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1661,1194.5
