BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10200,10200
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4838.22,4838.22
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1986.3,1986.3
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,285440.52,285440.52
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,285440.52,285440.52
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1034.25,1034.25
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224280.18,224280.18
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2024.13,2024.13
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,8523.38,8523.38
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,377.22,377.22
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5705,5705
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2050.57,2050.57
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,666.58,666.58
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,244661.31,244661.31
M001156,HON. PATRICK T. MCHENRY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,244661.31,244661.31
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,323.16,323.16
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208178.38,208178.38
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5111.41,5111.41
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12442.94,12442.94
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,518.91,518.91
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9645,9645
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2255.77,2255.77
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,271.2,271.2
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,238746.77,238746.77
M001180,HON. DAVID B. MCKINLEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,238746.77,238746.77
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,421.15,421.15
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235380.43,235380.43
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19838.81,19838.81
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22249.42,22249.42
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,159.8,159.8
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9778.48,9778.48
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3843,3843
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,683.4,683.4
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292354.49,292354.49
M001159,HON. CATHY MCMORRIS RODGERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292354.49,292354.49
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,306.16,306.16
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233755.55,233755.55
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6722.23,6722.23
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21526.51,21526.51
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8686,8686
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1112.34,1112.34
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,699.96,699.96
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272808.75,272808.75
M001166,HON. JERRY MCNERNEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272808.75,272808.75
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,383.54,383.54
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223730.72,223730.72
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10636.17,10636.17
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13297.51,13297.51
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1778.08,1778.08
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10290.09,10290.09
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11948.49,11948.49
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,796.5,796.5
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272861.1,272861.1
M001197,HON. MARTHA MCSALLY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272861.1,272861.1
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7109.75,7109.75
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235996.52,235996.52
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3166.4,3166.4
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,6797.32,6797.32
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,505.9,505.9
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005,10005
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2406.16,2406.16
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1195.65,1195.65
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,267182.7,267182.7
M001187,HON. MARK MEADOWS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,267182.7,267182.7
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3345.62,3345.62
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192427.53,192427.53
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2126,2126
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16264.52,16264.52
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,232.23,232.23
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13593,13593
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1730.49,1730.49
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,796.2,796.2
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,230515.59,230515.59
M001181,HON. PATRICK MEEHAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,230515.59,230515.59
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13.42,13.42
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,207492.01,207492.01
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2541.42,2541.42
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46549.19,46549.19
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,106.2,106.2
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6496.27,6496.27
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6573.35,6573.35
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,824.33,824.33
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,270596.19,270596.19
M001137,HON. GREGORY W. MEEKS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,270596.19,270596.19
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16,16
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224693.3,224693.3
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,519.45,519.45
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32044.73,32044.73
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,67,67
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6780,6780
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3215,3215
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,540.24,540.24
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,267875.72,267875.72
M001188,HON. GRACE MENG,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,267875.72,267875.72
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,404.46,404.46
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,219825.54,219825.54
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4547.65,4547.65
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12556.02,12556.02
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,188.19,188.19
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10862,10862
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3899.22,3899.22
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1404,1404
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,253687.08,253687.08
M001189,HON. LUKE MESSER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,253687.08,253687.08
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,363.56,363.56
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,189127.73,189127.73
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1753.2,1753.2
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13102.67,13102.67
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1055.05,1055.05
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10488,10488
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,503.98,503.98
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,824.58,824.58
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,217218.77,217218.77
M001201,HON. PAUL MITCHELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,217218.77,217218.77
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,329.49,329.49
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220000,220000
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15458.47,15458.47
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18420.89,18420.89
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,758.86,758.86
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10725,10725
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5417.79,5417.79
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1367.52,1367.52
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272478.02,272478.02
M001194,HON. JOHN R. MOOLENAAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272478.02,272478.02
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,554.06,554.06
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,169699.97,169699.97
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5342.06,5342.06
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19225.14,19225.14
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14118.64,14118.64
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6565.34,6565.34
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1107.48,1107.48
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,227037.69,227037.69
M001195,HON. ALEXANDER X. MOONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,227037.69,227037.69
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,92.66,92.66
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220872.26,220872.26
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1427.72,1427.72
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18618.61,18618.61
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,257.5,257.5
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5900,5900
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2397.08,2397.08
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1054.7,1054.7
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,250620.53,250620.53
M001160,HON. GWEN MOORE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,250620.53,250620.53
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,111.65,111.65
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235897.3,235897.3
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3353.61,3353.61
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16035.28,16035.28
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,634.4,634.4
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11475,11475
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5744.53,5744.53
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,636,636
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,273887.77,273887.77
M001196,HON. SETH MOULTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,273887.77,273887.77
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,510.06,510.06
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217666.1,217666.1
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19073.01,19073.01
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14990.19,14990.19
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,913.46,913.46
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11224.28,11224.28
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3795.28,3795.28
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,613,613
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,268785.38,268785.38
M001190,HON. MARKWAYNE MULLIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,268785.38,268785.38
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,46.4,46.4
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192438.03,192438.03
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10670.2,10670.2
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12985.7,12985.7
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,295.47,295.47
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12267.98,12267.98
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1164.83,1164.83
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,719.4,719.4
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,230588.01,230588.01
M001182,HON. MICK MULVANEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,230588.01,230588.01
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-75.44,-75.44
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,167549.96,167549.96
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,507.36,507.36
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23682.73,23682.73
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,167.26,167.26
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6220,6220
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3777.6,3777.6
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1858.39,1858.39
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,203687.86,203687.86
M001202,HON. STEPHANIE N. MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,203687.86,203687.86
M001151,HON. TIM MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,560.12,560.12
M001151,HON. TIM MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,210328.34,210328.34
M001151,HON. TIM MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6808.08,6808.08
M001151,HON. TIM MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21115.27,21115.27
M001151,HON. TIM MURPHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1577.07,1577.07
